Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2010-01-04,6.44033145904541,17.818313598632812,85.76846313476562,6.45507725915592,17.874542592917393,85.81386945532753,6.391278972378066,17.774580201221628,84.39108226289801,6.422877172871004,17.855799197607297,85.04193313603902,493729600,13870400,118944600
2010-01-05,6.451467037200928,17.602764129638672,85.99547576904297,6.487880327929836,17.802690052502438,86.03331820792138,6.417460888104832,17.537164050641156,85.40517067579094,6.458087781621806,17.7589554748587,85.71546250754652,601904800,23172400,111579900
2010-01-06,6.34884786605835,17.59652328491211,86.0560531616211,6.4770467400542,17.630884391126905,86.267957040175,6.342227121682705,17.487188592478823,85.8441492830672,6.45146699312308,17.602769892117866,85.91225876948195,552160000,19264600,116074400
2010-01-07,6.337109565734863,17.55278205871582,86.41928100585938,6.37984305187511,17.609011035481643,86.52523289600742,6.291066511579937,17.415334110868994,85.65490884926707,6.372319480055896,17.59651663414672,85.89708542302617,477131200,13234600,131091100
2010-01-08,6.379241466522217,17.227903366088867,86.70689392089844,6.379843754126937,17.380970194974633,86.74473636932328,6.2913689505515755,17.10294983130254,86.01820639635261,6.328684263710754,17.324741223485308,86.19226780163417,447610800,28712400,126402800
2010-01-11,6.322967052459717,17.577777862548828,86.82794189453125,6.409937140135302,17.634006854086614,87.13065823538294,6.273011334454215,17.118574828872113,86.45710456128297,6.403918282112247,17.227909508704766,87.09282157974852,462229600,28642400,106375700
2010-01-12,6.251041412353516,17.76833152770996,86.01818084716797,6.3127338927434735,17.805817124838313,86.43441878647512,6.211920047406048,17.512177762649202,85.68518587656605,6.295278805728234,17.521548864019877,86.25278779066737,594459600,23269800,163333500
2010-01-13,6.33921480178833,17.815187454223633,86.74469757080078,6.347641200412679,17.940141028097724,86.98687412013875,6.142102485846587,17.708977273924337,85.79869452277055,6.255555513710475,17.762082959896784,86.23763554885883,605892000,15157400,161822000
2010-01-14,6.302501201629639,17.846433639526367,86.9793472290039,6.33349791012956,17.883919250145247,87.13827512631201,6.290162947869034,17.733975616023653,86.59337617900013,6.322965313279212,17.81831913365069,86.6463521447695,432894000,12392600,115718800
2010-01-15,6.1971755027771,17.584020614624023,86.0030517578125,6.367806516336812,17.915145479051272,86.911212618453,6.1953698453199975,17.505924947859814,85.67005674773621,6.3476433413991735,17.790193127215723,86.82796963987987,594067600,27460800,212283100
2010-01-19,6.471327781677246,17.624631881713867,87.07769775390625,6.475841925122603,17.64649976767249,87.1306737003525,6.236598349412447,17.4684405271082,85.96519710459002,6.26939991973662,17.562156293187975,85.98790603073422,730007600,14615400,139172700
2010-01-20,6.3717193603515625,17.337242126464844,86.19226837158203,6.486676348019481,17.61526257530702,86.61607608179727,6.3046102907341215,17.271642036846135,85.50358084248224,6.467416401831435,17.54341468787049,86.48742099461722,612152800,18810200,216490200
2010-01-21,6.261574745178223,16.98424530029297,84.53484344482422,6.419265602042172,17.362229233662436,86.47982578852006,6.2356944607414775,16.92801632480479,84.4288915485875,6.382250832690952,17.352856943317533,86.21494604792828,608154400,27396800,344859600
2010-01-22,5.9510111808776855,16.94363784790039,82.6504135131836,6.244423753885278,17.137314784531295,84.5651232197096,5.933256348765429,16.86241768013409,82.55959512007976,6.222756663059833,16.97799894326031,84.15644911166103,881767600,23551400,345942400
2010-01-25,6.11110782623291,16.978002548217773,83.07424926757812,6.160159913204982,17.037356035336984,83.55860842088902,6.024438277446554,16.83118346117359,82.80180554389061,6.094255425129812,17.021737135648753,83.40724438112069,1065699600,16853200,186937500
2010-01-26,6.197475433349609,16.91240119934082,82.7260971069336,6.431302812541222,17.024859175382787,83.60399096604397,6.096361043026214,16.828057717309346,82.52176292880057,6.197776376209968,16.890534503071056,82.74880026295436,1867110000,15515000,211168800
2010-01-27,6.255856990814209,17.027982711791992,83.1196517944336,6.337109150378845,17.07484059966684,83.30885249189487,6.0045749318299,16.774953453875476,81.98444760966595,6.224860278743567,16.868668037979578,82.62015918164124,1722568400,20414800,271863600
2010-01-28,5.997352123260498,16.924890518188477,82.16606903076172,6.18423359893998,17.131063000590693,83.43749779961853,5.979597300239291,16.909271625451744,81.66658225046783,6.167080661566463,17.090452926159085,83.39209148521356,1173502400,20905200,316104000
2010-01-29,5.7797770500183105,16.946760177612305,81.27302551269531,6.0849263149904775,17.162303795118646,83.09692243260892,5.725307591416028,16.837426717640685,81.14437046473621,6.051221514344954,17.00611245707614,82.52175087698346,1245952400,22146800,310677600
2010-02-01,5.860126495361328,16.987367630004883,82.53689575195312,5.898345437483027,17.043596598329174,82.54446539521217,5.756905498420523,16.868661897804134,81.35628545716766,5.78910558295049,17.027976513626193,81.84820833797694,749876400,14517600,187865000
2010-02-02,5.894131183624268,17.196666717529297,83.53585815429688,5.90797455361082,17.24664789988959,83.69478598696173,5.819499371791326,16.915523013619662,82.4006544004522,5.895636299546066,17.034227576946993,82.6882430467509,698342400,16888600,216327900
2010-02-03,5.995548248291016,17.140443801879883,83.1196517944336,6.024739309087206,17.168558301380937,83.61157476262231,5.85079792134205,17.034233602836544,82.87747513264104,5.87336823804586,17.156062703459177,83.1574884695576,615328000,15899400,172730700
2010-02-04,5.779477596282959,16.69061279296875,80.5540771484375,5.969668720142264,17.08109128580136,82.5141932704891,5.765032334608892,16.68124169046742,80.53893786179567,5.920314879675186,17.04048118888595,82.47635660177671,757652000,21342800,356715700
2010-02-05,5.882094860076904,16.58440589904785,80.7205810546875,5.898345776508649,16.690616117922392,80.8870728033189,5.743363398956661,16.40947107041742,79.14643000806426,5.796930431016203,16.631263804180687,80.64489616337275,850306800,29285000,493585800
2010-02-08,5.841769218444824,16.44695281982422,80.1378402709961,5.9549213272537,16.64062979770689,81.22763804514302,5.8381579039905835,16.421961626989983,80.0772946671109,5.88901644563536,16.64062979770689,80.78112143392303,478270800,16721200,224166900
2010-02-09,5.904064655303955,16.871788024902344,81.1443862915039,5.943486975852155,17.174799605872433,81.84821303236603,5.860729674664656,16.67186330033685,80.42542026325538,5.910985941269172,16.771825662619595,81.07627104615783,632886800,31495000,337820500
2010-02-10,5.871862888336182,16.80306053161621,80.9854736328125,5.916402032892487,17.056089677848913,81.43198453751157,5.845982604178523,16.609382459423077,80.30434992111715,5.8950346865672,17.056089677848913,81.01574643932646,370361600,18717600,240511500
2010-02-11,5.978693962097168,16.937387466430664,81.83306884765625,6.011195384693153,16.971749748192416,81.92388724470051,5.839962537150459,16.640623714068994,80.41028193763907,5.864639446467659,16.74370936770902,80.87950166144869,550345600,26327200,223591600
2010-02-12,6.030157089233398,16.8624267578125,81.76495361328125,6.06807509780097,16.993628179586644,81.81035992162776,5.883300142220707,16.749968736762106,80.6070465588802,5.961844244145253,16.84368335708875,80.97030857354355,655468800,24640000,304622100
2010-02-16,6.12103796005249,17.124820709228516,83.051513671875,6.1297649012161175,17.124820709228516,83.1347624177504,6.064461907644149,16.846800277563112,81.59845410123343,6.077101105995172,17.027981636503668,82.38552947881732,543737600,19339400,159317500
2010-02-17,6.095459938049316,17.284135818481445,83.44507598876953,6.148424285786428,17.352859203973633,83.55859756035386,6.044600985412663,17.106076578475225,83.05153531047011,6.144812970679,17.12169666720321,83.45263985931403,436396800,17064600,168845100
2010-02-18,6.106893539428711,17.465314865112305,83.9369888305664,6.135783651748159,17.468438167458515,84.11105021525752,6.046405230884648,17.227904562505255,83.27856841391136,6.067771370027818,17.227904562505255,83.30884121428075,422825200,17264600,193708600
2010-02-19,6.068976879119873,17.40595817565918,84.11105346679688,6.115020342535538,17.462187136801617,84.43647886591513,6.0521244773044085,17.237271292231863,83.5207482716397,6.074695196422825,17.430948163030816,83.71751859467426,415469600,18944800,222684900
2010-02-22,6.031359672546387,17.29975700378418,84.12617492675781,6.093954593351487,17.44970058057109,84.44403061464544,5.994344899460681,17.265394710670293,83.87642869744099,6.089139908514897,17.43095718660562,84.42132746178851,390563600,13487600,132346900
2010-02-23,5.930243492126465,17.127944946289062,83.10448455810547,6.05874326560578,17.368478589747728,84.1564396203135,5.889617416207685,17.115449351613275,82.88501112998324,6.018718673543025,17.309126302505984,83.89912952979131,575094800,14835600,207497000
2010-02-24,6.038581848144531,17.231033325195312,83.86888122558594,6.062054588549697,17.237281123512904,84.0051059526833,5.953717163709801,17.084213043846127,83.14235127238229,5.96545393570527,17.181052130300266,83.35425512032333,460566400,14470600,176350700
2010-02-25,6.078909873962402,16.593767166137695,83.7553482055664,6.104790169629494,16.737464100589108,83.81589380354174,5.925131609653484,16.434452528095353,82.44608284953935,5.939877415574465,16.600014962561264,82.67312018102784,665126000,63648600,259634700
2010-02-26,6.157751560211182,16.46881675720215,83.80831909179688,6.174303015148983,16.584398025572412,84.09590777781409,6.078906542567606,16.315748705864127,83.33153552795429,6.090341969061385,16.584398025572412,83.8310222461781,507460800,63095400,173589300
2010-03-01,6.289261341094971,16.6406192779541,84.67863464355469,6.304608623247241,16.671857057603546,84.76188338379366,6.182729578466092,16.49067579067593,84.13373589797051,6.191757462401463,16.62500038812938,84.15643905004566,550093600,39449800,147709700
2010-03-02,6.28504753112793,16.649995803833008,84.91325378417969,6.344632603980136,16.771824852502654,85.32192790210337,6.25164327896818,16.60313911907677,84.76189556596168,6.317548151216819,16.674986989019242,85.04191462100549,566546400,24506200,160992400
2010-03-03,6.299492835998535,16.846803665161133,84.98892974853516,6.315743751968442,16.906155965229807,85.49598607769569,6.257663381692075,16.612516576761873,84.77702018174338,6.287756866939419,16.650002177244943,85.13271830856937,372052800,26574200,150785000
2010-03-04,6.34102201461792,17.015483856201172,85.24626159667969,6.347341815136955,17.19354187690918,85.36735280859828,6.2784271005699805,16.968625980585262,84.78461145564691,6.297988789683704,17.087331724939027,85.10246722601305,366041200,28983200,135770400
2010-03-05,6.588994026184082,17.087337493896484,86.4647216796875,6.611564341558994,17.165433185192494,86.53283116159476,6.458989507847811,16.98112730606808,85.59439728698435,6.468318737610514,17.08421299892306,85.79873728060063,899620400,24238600,176118800
2010-03-08,6.592905044555664,17.012359619140625,86.47982025146484,6.623299065916412,17.140436463893206,86.66902087890863,6.5679271907112815,16.96862623678296,86.3284620590878,6.620891924997233,17.09357977921512,86.47225638360744,429889600,18915600,114631200
2010-03-09,6.7114739418029785,16.924890518188477,86.62364959716797,6.77105901880703,17.052967345261898,87.02475416568065,6.557093876211315,16.8530426582834,86.17713870737379,6.569733074092045,16.9748716899331,86.22254502865529,920259200,23070000,154556700
2010-03-10,6.766244888305664,16.93114471435547,87.00961303710938,6.7855052333841055,16.984249208065304,87.2442200418002,6.716891861213809,16.88116352371568,86.58580534503643,6.735850861607487,16.9498869160669,86.66148446519992,596218000,21574800,186088800
2010-03-11,6.786105632781982,16.88075065612793,87.37286376953125,6.786105632781982,16.937439841877932,87.3955726991814,6.720502097923959,16.6917875045602,86.54038200801885,6.738257726756623,16.937439841877932,86.8052617811438,405700400,29130600,160791100
2010-03-12,6.819209098815918,16.802026748657227,87.38042449951172,6.85321443555439,16.934302001993455,87.76639542894912,6.793629358308343,16.773682137327977,87.13824790679412,6.84238049293303,16.90910625796781,87.75125614405998,416323600,22334400,162074800
2010-03-15,6.736150741577148,16.89650535583496,87.40312194824219,6.786105244777286,16.956343430811366,87.46366753595622,6.628114269414804,16.808321475228965,86.72956816327232,6.78249473423062,16.921699892151747,87.22906060099561,493502800,23874000,146816800
2010-03-16,6.754508972167969,16.91225242614746,88.09941101074219,6.770458544717192,16.96579156775526,88.18265400131675,6.696127654389171,16.871309952248076,87.40314809165949,6.7463839153337695,16.943745897516884,87.6453247410088,446908000,22287800,168673000
2010-03-17,6.744577884674072,16.956342697143555,88.62157440185547,6.814695570352755,17.003584102616973,88.90916305628811,6.7189985421454095,16.88075668866586,88.10694845459948,6.768050626934482,16.95004376298718,88.36426431519999,450956800,26074400,177468100
2010-03-18,6.760526180267334,16.99098014831543,88.576171875,6.771058777827615,17.01932474116698,88.75023322952545,6.699135046559087,16.92484316546129,88.22047374973678,6.7439739223481565,16.975233419264217,88.62914782297888,342109600,23496200,196509100
2010-03-19,6.6883015632629395,17.242931365966797,88.12782287597656,6.778281463826486,17.340563008030948,89.13091590070135,6.657605795250324,16.880750591875707,87.7858557871268,6.764739437763981,17.242931365966797,88.12782287597656,559445600,43610800,226641100
2010-03-22,6.763537883758545,17.176795959472656,88.59896850585938,6.801155349451968,17.27442640909708,88.7585566250151,6.62510734575241,17.13270463365536,87.57307884080633,6.634737519828928,17.161049229023412,87.62627294795062,456419600,18127400,184477800
2010-03-23,6.872173309326172,17.4161434173584,89.22210693359375,6.884812908822983,17.42874127795987,89.29809768628043,6.743974068044185,17.135847626665317,88.43938536752493,6.7903184626134605,17.230329178380114,88.7281583445462,602431200,19081200,182941600
2010-03-24,6.902568817138672,17.20199203491211,88.78894805908203,6.927546673963072,17.43504775127494,89.2373033590466,6.846594245991729,17.198843169098488,87.83145413295543,6.8505069051584115,17.390956421492447,88.88774125618284,597780400,17052600,196072600
2010-03-25,6.820713520050049,17.258682250976562,88.64456176757812,6.950718422822485,17.378359582745524,89.79963621721643,6.808675805834343,17.21144205258789,88.53817356028469,6.949213306752657,17.293325783967475,89.38927921863214,542284400,16638800,223396300
2010-03-26,6.948614120483398,17.211437225341797,88.59135437011719,6.980211923542159,17.31221772865043,89.22968351809156,6.877893735549412,17.16419583880409,88.24179234179003,6.889931453049481,17.255528545364527,88.8117315657907,640875200,16276800,205808500
2010-03-29,6.993452072143555,17.249235153198242,89.15372467041016,7.037990819887507,17.30907322081731,89.31330701448461,6.970280673114292,17.217740484926036,88.67497763818682,7.011809991714337,17.25868295298053,89.03973562529308,540744400,13853600,134513500
2010-03-30,7.097574710845947,17.280731201171875,89.2145004272461,7.146627995812646,17.33742041113036,89.5412658609021,7.049424656262791,17.19884745423124,88.84214170443143,7.120145023819747,17.29018020376424,89.26009371640474,527310000,13631600,145772500
2010-03-31,7.071994304656982,17.32167625427246,88.9105453491211,7.120445699343426,17.413009017403503,89.30570077745226,7.055744195137805,17.164206470142712,88.61417732844188,7.086740905378297,17.255539233273755,88.87254707048086,430659600,22922000,161078700
2010-04-01,7.101184368133545,17.4161434173584,89.5184555053711,7.18424216833596,17.457085863614118,89.86041671712991,7.004283199437946,17.36260431189932,88.98650875653107,7.144519326787514,17.435040208260602,89.5184555053711,603145200,14346000,161215200
2010-04-05,7.177021503448486,17.27757453918457,90.24799346923828,7.177623389132307,17.498032344955913,90.30878259065243,7.065073177014872,17.211437557872685,89.60965841374777,7.071393378487838,17.498032344955913,89.86043310689485,684507600,19191800,105847600
2010-04-06,7.208620071411133,17.09806251525879,90.46078491210938,7.229685266675465,17.271278967276128,90.6203672530546,7.132182197041003,17.07601685053287,89.89084549542349,7.168294534341066,17.271278967276128,89.98963290713523,447017200,17604200,110384200
2010-04-07,7.2405171394348145,16.950044631958008,89.94405364990234,7.280240779469522,17.101215455264562,90.70397299077835,7.182135048608817,16.86816088652488,89.52609569333075,7.20891855198423,17.101215455264562,90.27842001515961,628502000,24060800,184576300
2010-04-08,7.220957279205322,16.93114471435547,90.25558471679688,7.2688059785633845,16.937443647676204,90.40757200829177,7.1634784103405575,16.830364184021107,89.36648080301053,7.235703074469672,16.937443647676204,89.63245131597367,572989200,19466800,158704000
2010-04-09,7.276330471038818,17.192541122436523,90.84833526611328,7.279340703143118,17.19884005432164,90.88632774437917,7.236306277120279,16.959485448280983,90.27839591261878,7.265497331957649,16.978382243936323,90.44557325288991,334182800,20640600,133006500
2010-04-12,7.291375160217285,17.246082305908203,90.99271392822266,7.314847891178348,17.27757696910403,91.22829279819203,7.276929908188663,17.16734745001648,90.85592825452916,7.288666273669194,17.211439978490635,90.9623164676549,333026400,16930400,110279000
2010-04-13,7.295590877532959,17.32796859741211,91.06108856201172,7.306726166168728,17.346865396822107,91.22067084471973,7.255867219949647,17.211441337880427,90.43035444626946,7.2784383383159215,17.220889136886097,90.90150627930369,306210800,15055000,125043600
2010-04-14,7.393692493438721,17.30592918395996,92.09461975097656,7.397303806059417,17.340572728027396,92.09461975097656,7.344941380230044,17.211447555575464,91.25110888312999,7.3813542437773565,17.331123724209586,91.39548960443031,404076400,13865200,161609000
2010-04-15,7.490898609161377,17.0886173248291,92.17056274414062,7.49420857887349,17.249237148096388,92.38333910542896,7.388279101471091,17.047676053438444,91.9121873070612,7.396404157008643,17.24608708020548,91.94258475834825,376784800,20351000,144615300
2010-04-16,7.445155620574951,17.312219619750977,90.7039566040039,7.557705833778967,17.365758742370247,92.17060089883643,7.359388918766693,17.060267132558998,90.24040542599775,7.480364728039852,17.079163929517943,91.84383540938492,750545600,35075600,366786700
